symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin
CLSEL.NS,Chaman Lal Setia Exports Limited,11901216768,238.75,125176623.2362442,Consumer Defensive,Packaged Foods,PASS,,36.666666666666664,65.0,57.5,90.0,60.0,60.91666666666667,1.0,,11.743729,8.804,0.11557
ANUHPHR.NS,Anuh Pharma Limited,7855284736,78.05,3964399.9851671853,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,36.666666666666664,75.0,37.5,90.0,75.0,60.91666666666667,1.0,,18.717028,0.07,0.06998
RAMCOIND.NS,Ramco Industries Limited,22795909120,262.5,22973443.159235638,Industrials,Building Products & Equipment,PASS,,50.0,47.5,62.5,90.0,60.0,60.875000000000014,1.0,,8.937692,4.035,0.09652001
MANINFRA.NS,Man Infraconstruction Limited,37746855936,93.51,43870727.56518427,Industrials,Engineering & Construction,PASS,,76.66666666666667,30.0,43.33333333333333,90.0,75.0,60.83333333333334,1.0,,15.430694,1.424,0.19077
GRANULES.NS,Granules India Limited,139038851072,561.1,378633888.3238993,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,63.33333333333333,70.0,37.5,70.0,60.0,60.83333333333334,1.0,,24.948866,45.369,0.16900998
POWERINDIA.NS,Hitachi Energy India Limited,1058930950144,23740.0,3716953496.3333335,Industrials,Electrical Equipment & Parts,PASS,,56.66666666666667,82.5,12.5,90.0,55.0,60.79166666666667,1.0,,124.35831,1.843,0.16273001
RAMKY.NS,Ramky Infrastructure Limited,32955449344,476.25,428505725.7988342,Industrials,Engineering & Construction,PASS,,56.66666666666667,72.5,52.5,65.0,50.0,60.79166666666667,1.0,,14.753718,27.608,0.12508
VIMTALABS.NS,Vimta Labs Limited,18687250432,418.5,107449269.20613302,Healthcare,Diagnostics & Research,PASS,,83.33333333333334,45.0,23.333333333333336,90.0,60.0,60.750000000000014,1.0,,25.195663,1.632,0.23636
SAKSOFT.NS,Saksoft Limited,16152962048,126.18,47018399.86521505,Technology,Information Technology Services,PASS,,56.66666666666667,60.0,37.5,90.0,60.0,60.666666666666686,1.0,,13.380699,7.303,0.16746001
MENONBE.NS,Menon Bearings Limited,6792608256,121.21,4509959.6656044,Consumer Cyclical,Auto Parts,PASS,,56.66666666666667,70.0,37.5,70.0,75.0,60.666666666666686,1.0,,21.83964,33.356,0.15707
SBCL.NS,Shivalik Bimetal Controls Limited,23467950080,407.4,54971772.053730264,Industrials,Metal Fabrication,PASS,,76.66666666666667,60.0,22.5,80.0,60.0,60.66666666666667,1.0,,25.752213,12.873,0.21381001
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,20528254976,369.0,30397774.012763467,Consumer Cyclical,Auto Parts,PASS,,50.0,62.5,47.5,90.0,50.0,60.625000000000014,1.0,,11.353847,0.143,0.09389
TRITURBINE.NS,Triveni Turbine Limited,142733524992,449.0,271720892.19591063,Industrials,Specialty Industrial Machinery,PASS,,70.0,62.5,10.0,90.0,75.0,60.625000000000014,1.0,,41.574074,2.946,0.19984
OSWALGREEN.NS,Oswal Greentech Limited,6068400128,23.63,5070430.72335434,Financial Services,Asset Management,PASS,,76.66666666666667,27.5,57.5,90.0,50.0,60.54166666666667,1.0,,30.294872,0.203,0.48172
ONWARDTEC.NS,Onward Technologies Limited,5382423552,236.75,18328054.729825847,Technology,Information Technology Services,PASS,,43.33333333333333,62.5,52.5,80.0,75.0,60.45833333333334,1.0,,11.932963,16.959,0.11502
THYROCARE.NS,Thyrocare Technologies Limited,56621772800,355.75,149007968.6399821,Healthcare,Diagnostics & Research,PASS,,76.66666666666667,55.0,22.5,90.0,50.0,60.41666666666667,1.0,,40.890804,4.621,0.18514
PIDILITIND.NS,Pidilite Industries Limited,1370931200000,1347.0,1091315843.5376058,Basic Materials,Specialty Chemicals,PASS,,76.66666666666667,55.0,12.5,90.0,70.0,60.41666666666667,1.0,,59.84007,4.539,0.21386999
MAPMYINDIA.NS,C.E. Info Systems Limited,49862381568,911.2,193778726.63789266,Technology,Software - Infrastructure,PASS,,90.0,47.5,10.0,90.0,60.0,60.375000000000014,1.0,,37.950855,1.148,0.20357001
POLYMED.NS,Poly Medicure Limited,127782977536,1259.2,416216208.9840373,Healthcare,Medical Instruments & Supplies,PASS,,70.0,67.5,10.0,90.0,60.0,60.375000000000014,1.0,,36.872616,8.169,0.16697
IGL.NS,Indraprastha Gas Limited,215757668352,153.95,493728244.64973956,Utilities,Utilities - Regulated Gas,PASS,,43.33333333333333,60.0,52.5,90.0,60.0,60.33333333333334,1.0,,12.960438,0.903,0.083330005
DIACABS.NS,Diamond Power Infrastructure Limited,67979268096,129.0,220272281.37574896,Industrials,Specialty Industrial Machinery,PASS,,43.33333333333333,100.0,47.5,50.0,50.0,60.33333333333334,1.0,,64.82412,,0.12921
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,68576415744,1055.8,79315744.75321046,Industrials,Specialty Industrial Machinery,PASS,,56.66666666666667,72.5,12.5,90.0,75.0,60.29166666666667,1.0,,36.009552,0.756,0.17523001
CIPLA.NS,Cipla Limited,1067158994944,1321.1,1969124676.0924194,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,70.0,45.0,30.0,90.0,75.0,60.250000000000014,1.0,,23.477875,1.415,0.14027001
SCHAEFFLER.NS,Schaeffler India Limited,595829587968,3812.0,511961330.58558756,Consumer Cyclical,Auto Parts,PASS,,62.0,75.0,17.5,75.0,75.0,60.250000000000014,1.0,0.20212999,51.828686,0.904,0.14393
CCAVENUE.NS,AvenuesAI Limited,48769085440,14.01,274032301.30254847,Technology,Software - Infrastructure,PASS,,23.333333333333336,87.5,47.5,90.0,50.0,60.20833333333334,1.0,,17.96154,1.811,0.03235
MARUTI.NS,Maruti Suzuki India Limited,3941979389952,12538.0,5702493499.366667,Consumer Cyclical,Auto Manufacturers,PASS,,43.33333333333333,77.5,22.5,90.0,75.0,60.20833333333334,1.0,,26.413584,0.1,0.07692
ADFFOODS.NS,ADF Foods Limited,19774349312,179.99,60657922.612559,Consumer Defensive,Packaged Foods,PASS,,56.66666666666667,70.0,32.5,80.0,60.0,60.166666666666686,1.0,,24.588799,10.727,0.16618
GANESHBE.NS,Ganesh Benzoplast Limited,5680685568,78.91,14109556.208995564,Basic Materials,Specialty Chemicals,PASS,,63.33333333333333,40.0,56.66666666666667,90.0,50.0,60.16666666666667,1.0,,12.666132,8.888,0.1512
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,30925373440,276.3,47223717.43434753,Basic Materials,Specialty Chemicals,PASS,,76.66666666666667,40.0,27.5,90.0,75.0,60.16666666666667,1.0,,20.331125,2.26,0.22764999
DPABHUSHAN.NS,D. P. Abhushan Limited,21875994624,958.3,18372685.53565267,Consumer Cyclical,Luxury Goods,PASS,,36.666666666666664,90.0,47.5,70.0,50.0,60.16666666666667,1.0,,11.73237,44.551,0.08420999
UNICHEMLAB.NS,Unichem Laboratories Limited,22572085248,320.6,13780830.088203939,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,36.666666666666664,70.0,62.5,80.0,50.0,60.16666666666667,1.0,,7.673528,20.616,0.02596
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,6073492480,431.0,6729061.8367706295,Consumer Defensive,Confectioners,PASS,,50.0,62.5,67.5,55.0,75.0,60.12500000000001,1.0,,7.025265,40.692,0.1365
KSCL.NS,Kaveri Seed Company Limited,40547147776,799.05,142179804.7326416,Basic Materials,Agricultural Inputs,PASS,,56.66666666666667,50.0,36.666666666666664,100.0,60.0,60.000000000000014,1.0,,13.554707,,0.02805
HDFCBANK.NS,HDFC Bank Limited,12620031590400,820.0,27973168874.711174,Financial Services,Banks - Regional,PASS,,58.0,82.5,26.666666666666664,,75.0,59.94791666666667,0.8,0.14015001,18.283167,,0.34794998
JAMNAAUTO.NS,Jamna Auto Industries Limited,47165915136,118.0,784691918.521964,Consumer Cyclical,Auto Parts,PASS,,56.66666666666667,65.0,32.5,80.0,70.0,59.916666666666686,1.0,,24.279835,14.586,0.14442
INOXWIND.NS,Inox Wind Limited,137593815040,79.57,1071812001.2631365,Industrials,Specialty Industrial Machinery,PASS,,63.33333333333333,75.0,36.666666666666664,65.0,50.0,59.91666666666668,1.0,,29.040146,15.713,0.18948
MPSLTD.NS,MPS Limited,24897505280,1467.5,65342866.98513997,Communication Services,Publishing,PASS,,83.33333333333334,40.0,30.0,90.0,50.0,59.83333333333334,1.0,,14.390076,2.061,0.28100002
INGERRAND.NS,Ingersoll Rand (India) Limited,115105726464,3629.0,73756829.22455241,Industrials,Specialty Industrial Machinery,PASS,,76.66666666666667,62.5,10.0,90.0,50.0,59.79166666666667,1.0,,44.20758,1.509,0.24291
AGIIL.NS,Agi Infra Limited,37272035328,304.8,582898653.5885936,Real Estate,Real Estate - Development,PASS,,90.0,65.0,17.5,55.0,65.0,59.75000000000001,1.0,,44.49635,42.327,0.39731
PGEL.NS,PG Electroplast Limited,139512135680,490.25,1870395783.4055154,Technology,Electronic Components,PASS,,36.666666666666664,100.0,17.5,80.0,60.0,59.66666666666667,1.0,,50.07661,20.346,0.067210004
ALLDIGI.NS,Alldigi Tech Limited,11492745216,754.2,12336462.81148885,Industrials,Specialty Business Services,PASS,,70.0,62.5,32.5,70.0,60.0,59.625000000000014,1.0,,15.821272,33.037,0.20618
ADOR.NS,Ador Welding Limited,16362127360,940.2,12727280.770379638,Industrials,Specialty Industrial Machinery,PASS,,36.666666666666664,67.5,42.5,90.0,70.0,59.54166666666667,1.0,,24.820486,0.4,0.105299994
KERNEX.NS,Kernex Microsystems (India) Limited,16231141376,966.0,154697698.32787475,Technology,Software - Application,PASS,,76.66666666666667,77.5,10.0,70.0,50.0,59.54166666666667,1.0,,30.734966,51.362,0.20544
TORNTPOWER.NS,Torrent Power Limited,737916354560,1464.4,1115327644.3384562,Utilities,Utilities - Independent Power Producers,PASS,,56.66666666666667,77.5,37.5,55.0,75.0,59.54166666666667,1.0,,23.251827,53.715,0.14614001
DYCL.NS,Dynamic Cables Limited,12965108736,268.05,54493582.98736878,Industrials,Electrical Equipment & Parts,PASS,,36.666666666666664,87.5,47.5,65.0,60.0,59.54166666666667,1.0,,15.429642,18.848,0.10415
INOXINDIA.NS,INOX India Limited,102789668864,1132.5,65112007.26790365,Industrials,Specialty Industrial Machinery,PASS,,70.0,70.0,12.5,80.0,60.0,59.500000000000014,1.0,,41.513927,10.139,0.19635999
TRUALT.NS,TruAlt Bioenergy Limited,33506678784,390.35,82510857.95765482,Energy,Oil & Gas Refining & Marketing,PASS,,56.66666666666667,100.0,36.666666666666664,40.0,50.0,59.500000000000014,1.0,,22.66841,110.289,0.1573
AEROFLEX.NS,Aeroflex Industries Limited,31752867840,239.77,603669411.2126725,Industrials,Metal Fabrication,PASS,,56.66666666666667,75.0,12.5,90.0,60.0,59.41666666666667,1.0,,63.263855,2.584,0.18273
ABBOTINDIA.NS,Abbott India Limited,568418828288,26750.0,217514952.0,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,76.66666666666667,55.0,12.5,90.0,60.0,59.41666666666667,1.0,,37.300945,4.549,0.25794
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,15655792640,391.35,283086604.91533405,Energy,Oil & Gas Equipment & Services,PASS,,96.66666666666666,65.0,10.0,60.0,50.0,59.41666666666667,1.0,,30.93676,64.104,0.59574
TANLA.NS,Tanla Platforms Limited,54541430784,412.65,173523201.59602255,Technology,Software - Application,PASS,,56.66666666666667,42.5,47.5,90.0,70.0,59.29166666666667,1.0,,11.228571,2.572,0.14097
AEGISLOG.NS,Aegis Logistics Limited,209687412736,597.4,517809610.68047076,Energy,Oil & Gas Refining & Marketing,PASS,,56.66666666666667,72.5,32.5,65.0,75.0,59.29166666666667,1.0,,27.26609,28.45,0.14162
CAPITALSFB.NS,Capital Small Finance Bank Limited,10852815872,238.95,6425832.917615763,Financial Services,Banks - Regional,PASS,,58.0,65.0,53.33333333333333,,60.0,59.270833333333336,0.8,0.099259995,8.007708,,0.32779
MASTEK.NS,Mastek Limited,45807869952,1477.8,189758748.479541,Technology,Information Technology Services,PASS,,56.66666666666667,50.0,52.5,80.0,60.0,59.166666666666686,1.0,,12.143972,20.327,0.14104
MARKSANS.NS,Marksans Pharma Limited,75383791616,166.35,127341349.55631357,Healthcare,Drug Manufacturers - General,PASS,,56.66666666666667,70.0,27.5,80.0,60.0,59.166666666666686,1.0,,20.92453,12.238,0.18082
ESCORTS.NS,Escorts Kubota Limited,341627600896,3105.0,459911703.9458415,Industrials,Farm & Heavy Construction Machinery,PASS,,56.66666666666667,60.0,22.5,90.0,75.0,59.166666666666686,1.0,,25.911707,0.871,0.11292
RRKABEL.NS,R R Kabel Limited,153534676992,1356.0,400777356.6935913,Industrials,Electrical Equipment & Parts,PASS,,36.666666666666664,90.0,27.5,80.0,60.0,59.16666666666667,1.0,,33.92054,16.78,0.07112
VADILALIND.NS,Vadilal Industries Limited,33434191872,4651.5,105710252.91442057,Consumer Defensive,Packaged Foods,PASS,,43.33333333333333,86.66666666666666,23.333333333333336,80.0,60.0,59.16666666666667,1.0,,27.374647,25.978,0.01609
VEEDOL.NS,Veedol Corporation Limited,22225879040,1307.8,16917680.704541016,Basic Materials,Specialty Chemicals,PASS,,43.33333333333333,55.0,47.5,90.0,70.0,59.08333333333334,1.0,,11.466901,2.144,0.079780005
IXIGO.NS,Le Travenues Technology Limited,70696525824,161.34,344674470.0848109,Consumer Cyclical,Travel Services,PASS,,36.666666666666664,97.5,12.5,90.0,50.0,59.04166666666667,1.0,,114.42553,3.628,0.07081
HINDCOMPOS.NS,Hindustan Composites Limited,5708218368,386.5,1471227.1735880533,Consumer Cyclical,Auto Parts,PASS,,50.0,50.0,50.0,90.0,60.0,59.000000000000014,1.0,,22.418795,0.307,0.12528
BIKAJI.NS,Bikaji Foods International Limited,151408115712,604.2,80336235.35056967,Consumer Defensive,Packaged Foods,PASS,,50.0,80.0,22.5,80.0,60.0,59.000000000000014,1.0,,61.40244,19.446,0.094069995
SHREERAMA.NS,Shree Rama Multi-Tech Limited,6122278400,45.81,12155632.267284011,Consumer Cyclical,Packaging & Containers,PASS,,63.33333333333333,62.5,32.5,80.0,50.0,58.95833333333334,1.0,,11.200489,13.028,0.12592
VINATIORGA.NS,Vinati Organics Limited,142747123712,1376.0,44995513.80182698,Basic Materials,Specialty Chemicals,PASS,,76.66666666666667,45.0,12.5,100.0,60.0,58.91666666666667,1.0,,32.2022,,0.23982
LAOPALA.NS,La Opala RG Limited,20601600000,185.6,14402895.007977804,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,96.66666666666666,25.0,27.5,90.0,50.0,58.91666666666667,1.0,,20.239914,1.046,0.30978
SHILPAMED.NS,Shilpa Medicare Limited,61647204352,315.15,161487018.9389038,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,70.0,67.5,37.5,55.0,60.0,58.87500000000001,1.0,,27.914083,24.328,0.20486
NMDC.NS,NMDC Limited,684882591744,77.9,2114120519.6819618,Basic Materials,Steel,PASS,,83.33333333333334,20.0,50.0,80.0,70.0,58.83333333333334,1.0,,9.923567,11.21,0.26767
AIAENG.NS,AIA Engineering Limited,338780946432,3630.3,169280945.62635905,Industrials,Specialty Industrial Machinery,PASS,,83.33333333333334,50.0,17.5,80.0,60.0,58.83333333333334,1.0,,29.130959,13.852,0.24579
BANKBARODA.NS,Bank of Baroda,1447205797888,279.85,2974398640.58178,Financial Services,Banks - Regional,PASS,,58.0,57.5,53.33333333333333,,75.0,58.802083333333336,0.8,0.12813,7.4368854,,0.41844
INDIANHUME.NS,Indian Hume Pipe Company Limited,16729987072,317.1,12593649.31463318,Industrials,Engineering & Construction,PASS,,56.66666666666667,52.5,57.5,70.0,60.0,58.791666666666686,1.0,,2.7058623,35.77,0.060510002
KINGFA.NS,Kingfa Science & Technology (India) Limited,55211880448,4070.0,21691159.45276693,Basic Materials,Specialty Chemicals,PASS,,56.66666666666667,72.5,12.5,90.0,60.0,58.79166666666667,1.0,,31.854115,1.438,0.13354
SETL.NS,Standard Engineering Technology Limited,23174946816,116.17,36212179.038552605,Industrials,Specialty Industrial Machinery,PASS,,56.66666666666667,92.5,17.5,65.0,50.0,58.79166666666667,1.0,,30.814323,18.173,0.1311
GHCL.NS,GHCL Limited,41002631168,446.0,52244417.34450887,Basic Materials,Chemicals,PASS,,70.0,12.5,63.33333333333333,90.0,75.0,58.79166666666667,1.0,,8.386611,2.663,0.17169
HYUNDAI.NS,Hyundai Motor India Limited,1587705413632,1954.0,1081409234.1095254,Consumer Cyclical,Auto Manufacturers,PASS,,50.0,65.0,22.5,90.0,75.0,58.750000000000014,1.0,,27.428411,4.892,0.080649994
ANDHRSUGAR.NS,The Andhra Sugars Limited,9524563968,70.2,12651599.864408875,Basic Materials,Chemicals,PASS,,30.0,55.0,67.5,90.0,60.0,58.750000000000014,1.0,,11.396104,0.427,0.048
GNA.NS,GNA Axles Limited,16526212096,384.95,79243430.63293558,Consumer Cyclical,Auto Parts,PASS,,50.0,55.0,52.5,80.0,60.0,58.750000000000014,1.0,,14.817168,24.247,0.13430001
SOTL.NS,Savita Oil Technologies Limited,22384975872,326.5,8311268.84111735,Basic Materials,Specialty Chemicals,PASS,,30.0,55.0,57.5,100.0,60.0,58.750000000000014,1.0,,13.68399,,0.031630002
SBIN.NS,State Bank of India,9760455786496,1057.3,18706613471.713726,Financial Services,Banks - Regional,PASS,,56.66666666666667,70.0,46.66666666666667,,60.0,58.75000000000001,0.8,,11.51601,,0.29676
POKARNA.NS,Pokarna Limited,26265559040,846.3,547920409.8026184,Industrials,Building Products & Equipment,PASS,,83.33333333333334,47.5,30.0,70.0,60.0,58.70833333333334,1.0,,23.041111,37.631,0.21020001
NIITMTS.NS,NIIT Learning Systems Limited,39634534400,288.95,32135359.425590005,Consumer Defensive,Education & Training Services,PASS,,56.66666666666667,60.0,37.5,80.0,60.0,58.666666666666686,1.0,,18.486885,19.46,0.15437001
DOMS.NS,DOMS Industries Limited,124710363136,2054.5,604556495.4030762,Industrials,Business Equipment & Supplies,PASS,,56.66666666666667,80.0,12.5,80.0,60.0,58.66666666666667,1.0,,56.380352,13.64,0.13665
PNGJL.NS,P N Gadgil Jewellers Limited,73336029184,540.35,161454333.16801757,Consumer Cyclical,Luxury Goods,PASS,,36.666666666666664,100.0,37.5,60.0,50.0,58.66666666666667,1.0,,18.536877,75.905,0.06938
SYRMA.NS,Syrma SGS Technology Limited,139159814144,722.15,960999212.3005432,Technology,Electronic Components,PASS,,36.666666666666664,100.0,27.5,65.0,60.0,58.66666666666667,1.0,,47.230217,11.483,0.11005
KPITTECH.NS,KPIT Technologies Limited,178176442368,654.3,1522649032.5644612,Technology,Software - Infrastructure,PASS,,56.66666666666667,65.0,23.333333333333336,80.0,75.0,58.58333333333334,1.0,,24.899122,16.215,0.15604
20MICRONS.NS,20 Microns Limited,5528071680,156.18,18761238.616272483,Basic Materials,Other Industrial Metals & Mining,PASS,,43.33333333333333,65.0,57.5,70.0,60.0,58.58333333333334,1.0,,8.548439,35.637,0.10623
BRIGHOTEL.NS,Brigade Hotel Ventures Limited,22475284480,59.17,11271636.01470286,Consumer Cyclical,Lodging,PASS,,76.66666666666667,87.5,32.5,30.0,50.0,58.54166666666667,1.0,,46.59055,37.098,0.24503
UNIPARTS.NS,Uniparts India Limited,20001142784,443.6,40712353.732024126,Industrials,Farm & Heavy Construction Machinery,PASS,,56.66666666666667,47.5,47.5,80.0,70.0,58.54166666666667,1.0,,15.397432,13.13,0.15889
OIL.NS,Oil India Limited,758999416832,466.45,3303125627.197997,Energy,Oil & Gas Integrated,PASS,,83.33333333333334,30.0,43.33333333333333,70.0,75.0,58.500000000000014,1.0,,13.007529,58.174,0.21556
PTCIL.NS,PTC Industries Limited,250870317056,16733.0,263440967.03333333,Industrials,Metal Fabrication,PASS,,50.0,90.0,12.5,80.0,50.0,58.500000000000014,1.0,,378.57465,12.655,0.09851
ASHIANA.NS,Ashiana Housing Limited,29956407296,298.0,130099658.72881775,Real Estate,Real Estate - Development,PASS,,50.0,100.0,37.5,30.0,75.0,58.500000000000014,1.0,0.14652,25.126476,39.983,0.17947
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,131354296320,71.11,111177617.53720906,Financial Services,Insurance - Life,PASS,,38.0,100.0,20.0,75.0,50.0,58.500000000000014,1.0,0.07958,,7.296,0.12601
KRISHANA.NS,Krishana Phoschem Limited,29544318976,477.85,43044009.94025777,Basic Materials,Agricultural Inputs,PASS,,43.33333333333333,100.0,37.5,45.0,60.0,58.33333333333334,1.0,,22.711502,92.866,0.09283
APOLLOTYRE.NS,Apollo Tyres Limited,252505407488,398.7,579970835.8832113,Consumer Cyclical,Auto Parts,PASS,,43.33333333333333,70.0,47.5,65.0,75.0,58.333333333333336,1.0,,27.28953,29.09,0.1034
INNOVACAP.NS,Innova Captab Limited,40850014208,713.85,18072103.453796387,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,56.66666666666667,82.5,17.5,70.0,60.0,58.29166666666667,1.0,,30.875862,32.951,0.12875
DBCORP.NS,D.B.Corp Limited,35876622336,201.28,11678618.01281077,Communication Services,Publishing,PASS,,56.66666666666667,42.5,50.0,80.0,75.0,58.29166666666667,1.0,,11.138905,12.612,0.18229
RAILTEL.NS,Railtel Corporation Of India Limited,87375478784,272.25,434174157.05861104,Communication Services,Telecom Services,PASS,,50.0,62.5,23.333333333333336,90.0,75.0,58.29166666666667,1.0,,27.500002,3.341,0.092530005
BBTC.NS,The Bombay Burmah Trading Corporation Limited,105474187264,1511.7,67476097.96884766,Consumer Defensive,Packaged Foods,PASS,,50.0,52.5,63.33333333333333,70.0,60.0,58.29166666666667,1.0,,9.526119,30.298,0.18215999
ZYDUSLIFE.NS,Zydus Lifesciences Limited,907266555904,901.35,662652041.5063537,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,70.0,55.0,27.5,70.0,75.0,58.250000000000014,1.0,,18.357433,34.305,0.18827
TALBROAUTO.NS,Talbros Automotive Components Limited,14848707584,240.55,30559284.3907547,Consumer Cyclical,Auto Parts,PASS,,50.0,65.0,37.5,80.0,60.0,58.250000000000014,1.0,,14.98754,12.625,0.114259996
IMFA.NS,Indian Metals & Ferro Alloys Limited,64148090880,1188.5,202653952.4880371,Basic Materials,Other Industrial Metals & Mining,PASS,,63.33333333333333,37.5,47.5,80.0,75.0,58.20833333333334,1.0,,17.40117,17.281,0.21194
RATEGAIN.NS,Rategain Travel Technologies Limited,58260877312,493.5,283852792.47564495,Technology,Software - Application,PASS,,50.0,77.5,16.666666666666668,90.0,50.0,58.20833333333334,1.0,,32.50988,0.823,0.110080004
ESABINDIA.NS,Esab India Limited,81775419392,5312.5,16356444.13741862,Industrials,Tools & Accessories,PASS,,56.66666666666667,70.0,12.5,90.0,60.0,58.166666666666686,1.0,,38.848263,0.876,0.18845
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,168027455488,528.15,1790652095.021285,Energy,Thermal Coal,PASS,,76.66666666666667,30.0,30.0,90.0,75.0,58.16666666666667,1.0,,16.992601,4.139,0.13594
INDUSTOWER.NS,Indus Towers Limited,1113538035712,422.25,2395693252.135158,Communication Services,Telecom Services,PASS,,82.0,40.0,43.33333333333333,70.0,50.0,58.16666666666667,1.0,0.20311001,15.586932,55.017,0.33273998
NIACL.NS,The New India Assurance Company Limited,217799966720,132.05,68106725.30050404,Financial Services,Insurance - Diversified,PASS,,16.666666666666668,67.5,47.5,100.0,75.0,58.04166666666667,1.0,,18.23895,,0.045700002
EMAMILTD.NS,Emami Limited,180335198208,413.1,311567737.1575348,Consumer Defensive,Household & Personal Products,PASS,,76.66666666666667,37.5,22.5,90.0,70.0,58.04166666666667,1.0,,22.722773,2.457,0.29422
MANYAVAR.NS,Vedant Fashions Limited,82185650176,338.25,133375000.65410055,Consumer Cyclical,Apparel Manufacturing,PASS,,96.66666666666666,30.0,16.666666666666668,80.0,70.0,58.000000000000014,1.0,,22.716587,26.948,0.35362998
PRAKASH.NS,Prakash Industries Limited,21341394944,119.09,57223276.53433634,Basic Materials,Steel,PASS,,50.0,40.0,57.5,90.0,60.0,58.000000000000014,1.0,,6.447753,9.971,0.102869995
BANARISUG.NS,Bannari Amman Sugars Limited,45142921216,3600.0,2637652.9699869794,Consumer Defensive,Confectioners,PASS,,43.33333333333333,62.5,37.5,90.0,60.0,57.95833333333334,1.0,,31.917723,1.035,0.11302
UNITDSPR.NS,United Spirits Limited,954350370816,1312.0,1001714277.7449992,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,56.66666666666667,65.0,12.5,90.0,70.0,57.916666666666686,1.0,,54.25972,4.898,0.14050001
TCS.NS,Tata Consultancy Services Limited,8690283839488,2401.9,11625957288.009317,Technology,Information Technology Services,PASS,,86.0,35.0,23.333333333333336,80.0,70.0,57.91666666666667,1.0,0.42635,18.216911,9.444,0.25179002
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,224429047808,1344.1,338063892.7316732,Healthcare,Diagnostics & Research,PASS,,76.66666666666667,45.0,10.0,90.0,75.0,57.91666666666667,1.0,,42.57523,6.441,0.20794001
CEWATER.NS,Concord Enviro Systems Limited,5092308480,246.05,30345052.868373618,Utilities,Utilities - Regulated Water,PASS,,43.33333333333333,73.33333333333333,63.33333333333333,55.0,50.0,57.83333333333334,1.0,,8.924556,30.084,0.00037999998
ARIS.NS,Arisinfra Solutions Limited,8217005568,100.5,183362705.71859792,Industrials,Engineering & Construction,PASS,,36.666666666666664,92.5,52.5,50.0,50.0,57.79166666666667,1.0,,26.03627,7.91,0.105450004
LIKHITHA.NS,Likhitha Infrastructure Limited,5549820928,140.05,7620704.943481954,Energy,Oil & Gas Equipment & Services,PASS,,50.0,45.0,50.0,90.0,60.0,57.750000000000014,1.0,,10.585791,0.133,0.10613
COFORGE.NS,Coforge Limited,365401538560,1087.8,4685210548.157625,Technology,Information Technology Services,PASS,,50.0,75.0,17.5,80.0,70.0,57.750000000000014,1.0,,32.52018,10.888,0.13357
CRISIL.NS,CRISIL Limited,299497324544,4092.0,181028906.05786946,Financial Services,Financial Data & Stock Exchanges,PASS,,82.0,55.0,12.5,70.0,70.0,57.750000000000014,1.0,0.27366,38.99371,9.785,0.28151
MANINDS.NS,Man Industries (India) Limited,29159968768,388.75,659422562.3460032,Basic Materials,Steel,PASS,,43.33333333333333,77.5,57.5,55.0,50.0,57.708333333333336,1.0,,14.753321,28.531,0.12782
MASTERTR.NS,Master Trust Limited,8784573440,71.41,15516983.199474335,Financial Services,Capital Markets,PASS,,63.33333333333333,47.5,60.0,65.0,50.0,57.708333333333336,1.0,,7.3542743,21.546,0.36783
ADVAIT.NS,Advait Energy Transitions Limited,16553905152,1513.6,65020671.72213542,Industrials,Specialty Industrial Machinery,PASS,,36.666666666666664,100.0,22.5,70.0,50.0,57.66666666666667,1.0,,36.358395,31.997,0.11015
ARMANFIN.NS,Arman Financial Services Limited,14169315328,1347.8,71511493.39981283,Financial Services,Credit Services,PASS,,56.66666666666667,90.0,30.0,50.0,50.0,57.66666666666667,1.0,,50.27229,137.292,0.3432
ISGEC.NS,Isgec Heavy Engineering Limited,65156378624,883.75,159937911.67957968,Industrials,Specialty Industrial Machinery,PASS,,36.666666666666664,80.0,42.5,70.0,60.0,57.66666666666667,1.0,,19.586658,31.763,0.09538
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,42689544192,4939.0,122336735.96666667,Industrials,Farm & Heavy Construction Machinery,PASS,,50.0,62.5,27.5,90.0,60.0,57.625000000000014,1.0,,34.52156,0.173,0.1092
