symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,tech_trend,tech_momentum,tech_volume,tech_relative_strength,technical_score,tech_data_coverage
AEROFLEX.NS,Aeroflex Industries Limited,31752867840,239.77,603669411.2126725,Industrials,Metal Fabrication,PASS,,90.0,82.5,66.66666666666667,100.0,84.58333333333334,1.0
AGIIL.NS,Agi Infra Limited,37272035328,304.8,582898653.5885936,Real Estate,Real Estate - Development,PASS,,90.0,72.5,73.33333333333333,100.0,82.91666666666667,1.0
TIMKEN.NS,Timken India Limited,264895692800,3515.0,191774523.81007487,Industrials,Tools & Accessories,PASS,,85.0,82.5,66.66666666666667,100.0,82.83333333333334,1.0
STLTECH.NS,Sterlite Technologies Limited,90499383296,185.41,1934771471.5312536,Technology,Communication Equipment,PASS,,95.0,72.5,60.0,100.0,82.0,1.0
LINDEINDIA.NS,Linde India Limited,589015482368,6906.5,533038461.48333335,Basic Materials,Specialty Chemicals,PASS,,92.5,72.5,60.0,100.0,81.125,1.0
SUMEETINDS.NS,Sumeet Industries Limited,15305550848,29.08,4083303.1888567605,Consumer Cyclical,Textile Manufacturing,PASS,,85.0,80.0,60.0,100.0,80.75000000000001,1.0
DEEDEV.NS,DEE Development Engineers Limited,21056057344,304.0,2465317600.4293394,Industrials,Metal Fabrication,PASS,,90.0,72.5,60.0,100.0,80.25000000000001,1.0
THERMAX.NS,Thermax Limited,368360390656,3270.0,419711409.2701986,Industrials,Conglomerates,PASS,,72.5,82.5,73.33333333333333,100.0,79.79166666666667,1.0
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,4311604789248,1797.0,4393893763.975911,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,92.5,67.5,60.0,100.0,79.625,1.0
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,274317475840,949.9,587352172.3070374,Financial Services,Asset Management,PASS,,90.0,70.0,60.0,100.0,79.50000000000001,1.0
PREMIERPOL.NS,Premier Polyfilm Limited,6225711104,59.35,13552496.537996165,Basic Materials,Specialty Chemicals,PASS,,92.5,65.0,60.0,100.0,78.875,1.0
GLENMARK.NS,Glenmark Pharmaceuticals Limited,616877260800,2185.2,1103627364.3784382,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,85.0,72.5,60.0,100.0,78.50000000000001,1.0
ATLANTAELE.NS,Atlanta Electricals Limited,75224121344,978.25,102180579.23260091,Industrials,Electrical Equipment & Parts,PASS,,86.66666666666666,70.0,60.0,100.0,78.33333333333334,1.0
APOLLOPIPE.NS,Apollo Pipes Limited,17436243968,397.0,1310164307.9250875,Industrials,Building Products & Equipment,PASS,,90.0,65.0,60.0,100.0,78.00000000000001,1.0
J&KBANK.NS,The Jammu & Kashmir Bank Limited,132824629248,120.62,862357246.2202485,Financial Services,Banks - Regional,PASS,,85.0,70.0,60.0,100.0,77.75000000000001,1.0
ABB.NS,ABB India Limited,1335206215680,6300.5,2865848543.1666665,Industrials,Specialty Industrial Machinery,PASS,,92.5,60.0,60.0,100.0,77.375,1.0
COALINDIA.NS,Coal India Limited,2873064161280,466.2,4382216564.001214,Energy,Thermal Coal,PASS,,92.5,60.0,60.0,100.0,77.375,1.0
AUROPHARMA.NS,Aurobindo Pharma Limited,759688462336,1308.0,2376259338.732947,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,85.0,67.5,60.0,100.0,77.00000000000001,1.0
CCL.NS,CCL Products (India) Limited,139125358592,1044.5,394561696.2106181,Consumer Defensive,Packaged Foods,PASS,,85.0,65.0,60.0,100.0,76.25000000000001,1.0
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,8205550080,409.9,63602990.980932616,Consumer Defensive,Confectioners,PASS,,80.0,70.0,60.0,100.0,76.00000000000001,1.0
GESHIP.NS,The Great Eastern Shipping Company Limited,201501589504,1411.4,756138102.2809082,Industrials,Marine Shipping,PASS,,90.0,57.5,60.0,100.0,75.75000000000001,1.0
REGAAL.NS,Regaal Resources Limited,8489066496,82.64,304893119.704408,Consumer Defensive,Packaged Foods,PASS,,86.66666666666666,60.0,60.0,100.0,75.33333333333334,1.0
SOLARINDS.NS,Solar Industries India Limited,1289483321344,14250.0,2471909991.0333333,Basic Materials,Specialty Chemicals,PASS,,85.0,70.0,46.66666666666667,100.0,75.08333333333334,1.0
VIDYAWIRES.NS,Vidya Wires Limited,11168472064,52.51,97236102.24399236,Industrials,Electrical Equipment & Parts,PASS,,76.66666666666667,70.0,60.0,100.0,74.83333333333334,1.0
SMSPHARMA.NS,SMS Pharmaceuticals Limited,34721488896,370.75,185088380.27284443,Healthcare,Drug Manufacturers - General,PASS,,80.0,75.0,46.66666666666667,100.0,74.83333333333334,1.0
KTKBANK.NS,The Karnataka Bank Limited,83932037120,221.96,849250471.5768183,Financial Services,Banks - Regional,PASS,,85.0,60.0,60.0,100.0,74.75000000000001,1.0
TIRUPATIFL.NS,Tirupati Forge Limited,5006792704,42.33,21986162.146922555,Industrials,Metal Fabrication,PASS,,85.0,60.0,60.0,100.0,74.75000000000001,1.0
NATCOPHARM.NS,Natco Pharma Limited,171780816896,958.55,2100590542.8037415,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,77.5,75.0,46.66666666666667,100.0,73.95833333333334,1.0
CENTUM.NS,Centum Electronics Limited,39076294656,2644.6,301924885.3643066,Technology,Electronic Components,PASS,,77.5,75.0,46.66666666666667,100.0,73.95833333333334,1.0
SGMART.NS,SG Mart Limited,56357269504,446.15,156889993.76215717,Industrials,Industrial Distribution,PASS,,73.33333333333333,70.0,60.0,100.0,73.66666666666667,1.0
DATAPATTNS.NS,Data Patterns (India) Limited,177592336384,3172.2,3365633459.620101,Industrials,Aerospace & Defense,PASS,,82.5,67.5,46.66666666666667,100.0,73.45833333333334,1.0
HIRECT.NS,Hind Rectifiers Limited,24124348416,1403.9,102369305.81705323,Industrials,Electrical Equipment & Parts,PASS,,87.5,52.5,60.0,100.0,73.37500000000001,1.0
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,345329664000,2150.8,709407987.2667073,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,85.0,55.0,60.0,100.0,73.25000000000001,1.0
NATIONALUM.NS,National Aluminium Company Limited,704672956416,383.25,5101354639.9709635,Basic Materials,Aluminum,PASS,,82.5,57.5,60.0,100.0,73.12500000000001,1.0
JINDALPOLY.NS,Jindal Poly Films Limited,41095741440,938.55,527783581.73699033,Consumer Cyclical,Packaging & Containers,PASS,,95.0,42.5,60.0,100.0,73.0,1.0
AETHER.NS,Aether Industries Limited,134206758912,1011.55,274017270.33560586,Basic Materials,Specialty Chemicals,PASS,,85.0,52.5,60.0,100.0,72.50000000000001,1.0
STAR.NS,Strides Pharma Science Limited,82572918784,895.85,201544686.74316406,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,85.0,52.5,60.0,100.0,72.50000000000001,1.0
SPECTRUM.NS,Spectrum Electrical Industries Limited,22297939968,1419.0,3786948.6548828124,Industrials,Electrical Equipment & Parts,PASS,,80.0,57.5,60.0,100.0,72.25000000000001,1.0
MENONBE.NS,Menon Bearings Limited,6792608256,121.21,4509959.6656044,Consumer Cyclical,Auto Parts,PASS,,77.5,60.0,60.0,100.0,72.12500000000001,1.0
ARFIN.NS,Arfin India Limited,12714176512,75.15,70571847.90966696,Basic Materials,Aluminum,PASS,,76.66666666666667,60.0,60.0,100.0,71.83333333333334,1.0
ACMESOLAR.NS,Acme Solar Holdings Limited,151917117440,250.7,268373752.43191427,Utilities,Utilities - Renewable,PASS,,72.5,60.0,66.66666666666667,100.0,71.70833333333334,1.0
SAKAR.NS,Sakar Healthcare Limited,11312984064,515.4,80090664.05082195,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,75.0,70.0,46.66666666666667,100.0,71.58333333333334,1.0
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,12927570944,1229.8,325343385.635437,Financial Services,Asset Management,PASS,,75.0,70.0,46.66666666666667,100.0,71.58333333333334,1.0
CUMMINSIND.NS,Cummins India Limited,1286928728064,4642.6,3186253750.787744,Industrials,Specialty Industrial Machinery,PASS,,70.0,75.0,46.66666666666667,100.0,71.33333333333334,1.0
NELCAST.NS,Nelcast Limited,10415148032,119.38,44257605.19380798,Industrials,Metal Fabrication,PASS,,85.0,47.5,60.0,100.0,71.00000000000001,1.0
EBGNG.NS,GNG Electronics Limited,41996144640,368.35,100216355.6638204,Technology,Computer Hardware,PASS,,66.66666666666667,62.5,66.66666666666667,100.0,70.41666666666669,1.0
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,1476095901696,4361.4,1678646455.8146079,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,65.0,67.5,60.0,100.0,70.00000000000001,1.0
JARO.NS,Jaro Institute of Technology Management and Research Limited,9892783104,446.5,75836839.71314088,Consumer Defensive,Education & Training Services,PASS,,50.0,65.0,90.0,100.0,70.0,1.0
KSHINTL.NS,KSH International Limited,26136760320,385.75,76460217.59452514,Industrials,Electrical Equipment & Parts,PASS,,66.66666666666667,65.0,60.0,100.0,69.83333333333334,1.0
GODAVARIB.NS,Godavari Biorefineries Limited,14370213888,280.8,163406447.5552063,Basic Materials,Chemicals,PASS,,77.5,60.0,46.66666666666667,100.0,69.45833333333334,1.0
ZYDUSWELL.NS,Zydus Wellness Limited,131839287296,412.7,777296620.7582285,Consumer Defensive,Packaged Foods,PASS,,62.5,55.0,80.0,100.0,69.37500000000001,1.0
ASTERDM.NS,Aster DM Healthcare Limited,338906841088,655.45,558367801.9189758,Healthcare,Medical Care Facilities,PASS,,92.5,57.5,23.333333333333336,100.0,69.29166666666667,1.0
NGLFINE.NS,NGL Fine-Chem Limited,13513046016,2167.0,22518915.61787923,Healthcare,Drug Manufacturers - General,PASS,,80.0,60.0,40.0,100.0,69.00000000000001,1.0
PARKHOSPS.NS,Park Medi World Limited,82840018944,191.79,263128912.70466104,Healthcare,Medical Care Facilities,PASS,,73.33333333333333,62.5,46.66666666666667,100.0,68.75000000000001,1.0
IPCALAB.NS,IPCA Laboratories Limited,394796138496,1550.5,293174135.0556763,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,77.5,47.5,60.0,100.0,68.37500000000001,1.0
JAINREC.NS,Jain Resource Recycling Limited,144867016704,419.8,550675990.3777578,Basic Materials,Other Industrial Metals & Mining,PASS,,66.66666666666667,60.0,60.0,100.0,68.33333333333334,1.0
WHEELS.NS,Wheels India Limited,21794246656,892.0,46562078.05561116,Consumer Cyclical,Auto Parts,PASS,,70.0,60.0,53.33333333333333,100.0,68.16666666666667,1.0
BALRAMCHIN.NS,Balrampur Chini Mills Limited,97395720192,481.95,377709894.6049062,Consumer Defensive,Confectioners,PASS,,80.0,52.5,46.66666666666667,100.0,68.08333333333334,1.0
SEAMECLTD.NS,Seamec Limited,34658238464,1358.4,90021421.13313802,Industrials,Marine Shipping,PASS,,75.0,65.0,36.666666666666664,100.0,68.08333333333334,1.0
BANDHANBNK.NS,Bandhan Bank Limited,279906287616,173.75,1714401872.4563878,Financial Services,Banks - Regional,PASS,,77.5,70.0,23.333333333333336,100.0,67.79166666666667,1.0
ADANIPOWER.NS,Adani Power Limited,2890592157696,149.88,3138117204.7000346,Utilities,Utilities - Independent Power Producers,PASS,,72.5,62.5,43.33333333333333,100.0,67.79166666666667,1.0
MCX.NS,Multi Commodity Exchange of India Limited,632747524096,2486.1,9017817110.170076,Financial Services,Financial Data & Stock Exchanges,PASS,,60.0,65.0,60.0,100.0,67.50000000000001,1.0
AVANTIFEED.NS,Avanti Feeds Limited,161010712576,1181.2,3147496710.3276324,Consumer Defensive,Packaged Foods,PASS,,75.0,60.0,40.0,100.0,67.25000000000001,1.0
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,165998772224,2368.0,315011732.8652262,Basic Materials,Steel,PASS,,57.5,75.0,46.66666666666667,100.0,66.95833333333334,1.0
TATAPOWER.NS,Tata Power Company Limited,1251135193088,391.55,1878549620.3059661,Utilities,Utilities - Independent Power Producers,PASS,,72.5,47.5,60.0,100.0,66.62500000000001,1.0
DBOL.NS,Dhampur Bio Organics Limited,6500737024,98.79,15146251.405565389,Consumer Defensive,Farm Products,PASS,,65.0,65.0,46.66666666666667,100.0,66.58333333333334,1.0
EMMVEE.NS,Emmvee Photovoltaic Power Limited,141646872576,204.59,326777785.2674286,Technology,Solar,PASS,,60.0,65.0,53.33333333333333,100.0,66.16666666666667,1.0
NLCINDIA.NS,NLC India Limited,356573609984,257.15,521670501.5641485,Utilities,Utilities - Regulated Electric,PASS,,75.0,42.5,60.0,100.0,66.00000000000001,1.0
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,12202832896,182.04,37760449.16543223,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,60.0,60.0,60.0,100.0,66.00000000000001,1.0
NITINSPIN.NS,Nitin Spinners Limited,19955290112,354.95,520446927.5818624,Consumer Cyclical,Textile Manufacturing,PASS,,65.0,62.5,46.66666666666667,100.0,65.83333333333334,1.0
VOLTAMP.NS,Voltamp Transformers Limited,84700528640,8372.0,400072012.55,Industrials,Electrical Equipment & Parts,PASS,,65.0,62.5,46.66666666666667,100.0,65.83333333333334,1.0
JSWENERGY.NS,JSW Energy Limited,886317121536,504.7,1278615475.5496624,Utilities,Utilities - Independent Power Producers,PASS,,65.0,52.5,60.0,100.0,65.50000000000001,1.0
SURYODAY.NS,Suryoday Small Finance Bank Limited,13766658048,129.52,41470095.810988106,Financial Services,Banks - Regional,PASS,,62.5,55.0,60.0,100.0,65.37500000000001,1.0
HATSUN.NS,Hatsun Agro Product Limited,211232178176,948.3,20008011.04546305,Consumer Defensive,Packaged Foods,PASS,,60.0,57.5,60.0,100.0,65.25000000000001,1.0
SUPREMEIND.NS,Supreme Industries Limited,496991469568,3910.8,1162427588.8339436,Industrials,Building Products & Equipment,PASS,,65.0,60.0,46.66666666666667,100.0,65.08333333333334,1.0
ATGL.NS,Adani Total Gas Limited,616329707520,560.1,2226762701.991018,Utilities,Utilities - Regulated Gas,PASS,,67.5,52.5,53.33333333333333,100.0,65.04166666666667,1.0
ICEMAKE.NS,Ice Make Refrigeration Limited,12331074560,781.45,32504464.750323486,Industrials,Specialty Industrial Machinery,PASS,,47.5,80.0,46.66666666666667,100.0,64.95833333333334,1.0
ALIVUS.NS,Alivus Life Sciences Limited,114689589248,931.95,52704360.31645305,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,67.5,47.5,60.0,100.0,64.87500000000001,1.0
GANECOS.NS,Ganesha Ecosphere Limited,21154392064,789.9,147067334.3694397,Consumer Cyclical,Textile Manufacturing,PASS,,55.0,57.5,66.66666666666667,100.0,64.83333333333334,1.0
SPORTKING.NS,Sportking India Limited,13691767808,107.58,26896189.042697906,Consumer Cyclical,Textile Manufacturing,PASS,,77.5,60.0,23.333333333333336,100.0,64.79166666666667,1.0
AJANTPHARM.NS,Ajanta Pharma Limited,377414516736,3019.4,327292264.70311683,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,70.0,52.5,46.66666666666667,100.0,64.58333333333334,1.0
LUPIN.NS,Lupin Limited,1051884978176,2301.5,1978507414.7989745,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,70.0,52.5,46.66666666666667,100.0,64.58333333333334,1.0
ACI.NS,Archean Chemical Industries Limited,71729324032,581.0,82229810.5387024,Basic Materials,Chemicals,PASS,,57.5,57.5,60.0,100.0,64.37500000000001,1.0
KSB.NS,Ksb Limited,129084891136,741.7,596667764.3015076,Industrials,Specialty Industrial Machinery,PASS,,65.0,57.5,46.66666666666667,100.0,64.33333333333334,1.0
VTL.NS,Vardhman Textiles Limited,153339166720,530.15,375928472.81987405,Consumer Cyclical,Textile Manufacturing,PASS,,65.0,57.5,46.66666666666667,100.0,64.33333333333334,1.0
BSE.NS,BSE Limited,1139638927360,2806.1,14412887903.867342,Financial Services,Financial Data & Stock Exchanges,PASS,,67.5,45.0,60.0,100.0,64.12500000000001,1.0
POWERGRID.NS,Power Grid Corporation of India Limited,2774370091008,298.3,5108104648.36022,Utilities,Utilities - Regulated Electric,PASS,,70.0,57.5,36.666666666666664,100.0,64.08333333333334,1.0
ADANIENSOL.NS,Adani Energy Solutions Limited,1199532670976,996.7,1421925901.0373046,Utilities,Utilities - Independent Power Producers,PASS,,62.5,70.0,30.0,100.0,63.87500000000001,1.0
WONDERLA.NS,Wonderla Holidays Limited,32469219328,512.0,28396201.17858785,Consumer Cyclical,Leisure,PASS,,60.0,52.5,60.0,100.0,63.75000000000001,1.0
PASHUPATI.NS,Pashupati Cotspin Limited,15681403904,993.5,6051064.611104329,Consumer Cyclical,Textile Manufacturing,PASS,,62.5,65.0,36.666666666666664,100.0,63.70833333333334,1.0
NEOGEN.NS,Neogen Chemicals Limited,35335614464,1339.4,112367924.42316487,Basic Materials,Specialty Chemicals,PASS,,52.5,70.0,46.66666666666667,100.0,63.708333333333336,1.0
SPLPETRO.NS,Supreme Petrochem Limited,123834621952,658.55,64674808.60137329,Basic Materials,Specialty Chemicals,PASS,,57.5,62.5,46.66666666666667,100.0,63.20833333333334,1.0
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,5155751936,395.85,5073117.844894409,Industrials,Specialty Industrial Machinery,PASS,,60.0,50.0,60.0,100.0,63.00000000000001,1.0
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,11771094016,135.75,135618021.8245412,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,62.5,60.0,40.0,100.0,62.87500000000001,1.0
LEMERITE.NS,Le Merite Exports Limited,10925460480,448.5,26167643.07108663,Consumer Cyclical,Textile Manufacturing,PASS,,62.5,60.0,40.0,100.0,62.87500000000001,1.0
VGUARD.NS,V-Guard Industries Limited,140721143808,322.5,47580927.64697876,Industrials,Electrical Equipment & Parts,PASS,,55.0,55.0,60.0,100.0,62.75000000000001,1.0
ASTRAL.NS,Astral Limited,435025248256,1619.3,1253663377.095874,Industrials,Building Products & Equipment,PASS,,57.5,65.0,40.0,100.0,62.62500000000001,1.0
GULPOLY.NS,Gulshan Polyols Limited,9705671680,155.5,31071388.74839096,Basic Materials,Chemicals,PASS,,65.0,55.0,40.0,100.0,62.25000000000001,1.0
DWARKESH.NS,Dwarikesh Sugar Industries Limited,6906185728,37.27,36999959.73363571,Consumer Defensive,Confectioners,PASS,,67.5,47.5,46.66666666666667,100.0,62.20833333333334,1.0
FACT.NS,Fertilizers and Chemicals Travancore Limited,537813909504,831.15,1437633679.404722,Basic Materials,Agricultural Inputs,PASS,,67.5,47.5,46.66666666666667,100.0,62.20833333333334,1.0
AKUMS.NS,Akums Drugs and Pharmaceuticals Limited,72151121920,470.95,135731724.5216736,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,52.5,65.0,46.66666666666667,100.0,62.208333333333336,1.0
CONFIPET.NS,Confidence Petroleum India Limited,11248437248,33.81,46525332.303273454,Energy,Oil & Gas Refining & Marketing,PASS,,62.5,47.5,53.33333333333333,100.0,61.79166666666667,1.0
BANARISUG.NS,Bannari Amman Sugars Limited,45142921216,3600.0,2637652.9699869794,Consumer Defensive,Confectioners,PASS,,60.0,70.0,23.333333333333336,100.0,61.66666666666667,1.0
LINCOLN.NS,Lincoln Pharmaceuticals Limited,11974772736,597.85,68758351.12459819,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,82.5,47.5,16.666666666666668,100.0,61.45833333333334,1.0
CPPLUS.NS,Aditya Infotech Limited,187746598912,1593.8,456757737.3501709,Industrials,Building Products & Equipment,PASS,,56.66666666666667,57.5,46.66666666666667,100.0,61.41666666666668,1.0
BMWVENTLTD.NS,BMW Ventures Limited,5118786560,59.03,20069894.042744827,Basic Materials,Steel,PASS,,56.66666666666667,57.5,46.66666666666667,100.0,61.41666666666668,1.0
JINDALSAW.NS,Jindal Saw Limited,119880916992,188.08,1817369331.5744772,Basic Materials,Steel,PASS,,65.0,47.5,46.66666666666667,100.0,61.33333333333334,1.0
STYRENIX.NS,Styrenix Performance Materials Limited,35104624640,1995.0,61080062.901407875,Basic Materials,Chemicals,PASS,,55.0,50.0,60.0,100.0,61.25000000000001,1.0
PRSMJOHNSN.NS,Prism Johnson Limited,63010177024,125.18,43898692.484129585,Basic Materials,Building Materials,PASS,,37.5,70.0,60.0,100.0,61.12500000000001,1.0
FINCABLES.NS,Finolex Cables Limited,129623736320,847.55,604258159.3575745,Industrials,Electrical Equipment & Parts,PASS,,60.0,52.5,46.66666666666667,100.0,61.08333333333334,1.0
SAREGAMA.NS,Saregama India Limited,67362684928,350.65,113269316.79598491,Communication Services,Entertainment,PASS,,50.0,55.0,60.0,100.0,61.0,1.0
WABAG.NS,VA Tech Wabag Limited,77278789632,1240.4,454916089.35314536,Industrials,Engineering & Construction,PASS,,45.0,65.0,53.33333333333333,100.0,60.91666666666667,1.0
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,310767419392,177.12,2345123103.5879264,Energy,Oil & Gas Refining & Marketing,PASS,,52.5,65.0,40.0,100.0,60.875,1.0
HFCL.NS,HFCL Limited,109561413632,71.6,1437953912.8553336,Technology,Communication Equipment,PASS,,65.0,52.5,36.666666666666664,100.0,60.83333333333334,1.0
GANDHITUBE.NS,Gandhi Special Tubes Limited,9850450944,807.65,24837202.528635662,Industrials,Metal Fabrication,PASS,,47.5,70.0,40.0,100.0,60.625,1.0
BEPL.NS,Bhansali Engineering Polymers Limited,21156380672,84.78,27982346.607783508,Basic Materials,Chemicals,PASS,,55.0,47.5,60.0,100.0,60.50000000000001,1.0
EUROPRATIK.NS,Euro Pratik Sales Limited,24487120896,239.6,81839889.489799,Basic Materials,Building Materials,PASS,,40.0,65.0,60.0,100.0,60.50000000000001,1.0
BIOCON.NS,Biocon Limited,621742260224,383.95,1204252889.599108,Healthcare,Biotechnology,PASS,,65.0,60.0,23.333333333333336,100.0,60.41666666666667,1.0
STYLAMIND.NS,Stylam Industries Limited,37529784320,2214.4,91698149.56735025,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,52.5,70.0,30.0,100.0,60.375,1.0
POWERINDIA.NS,Hitachi Energy India Limited,1058930950144,23740.0,3716953496.3333335,Industrials,Electrical Equipment & Parts,PASS,,62.5,62.5,23.333333333333336,100.0,60.29166666666667,1.0
OIL.NS,Oil India Limited,758999416832,466.45,3303125627.197997,Energy,Oil & Gas Integrated,PASS,,57.5,52.5,46.66666666666667,100.0,60.20833333333334,1.0
SUYOG.NS,Suyog Telematics Limited,7849298944,669.9,25414387.09515381,Communication Services,Telecom Services,PASS,,57.5,52.5,46.66666666666667,100.0,60.20833333333334,1.0
VESUVIUS.NS,Vesuvius India Limited,98771828736,486.25,314287957.31164855,Industrials,Specialty Industrial Machinery,PASS,,50.0,65.0,40.0,100.0,60.0,1.0
PRECWIRE.NS,Precision Wires India Limited,51509583872,281.65,587096920.5806788,Industrials,Electrical Equipment & Parts,PASS,,50.0,65.0,40.0,100.0,60.0,1.0
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,130526478336,875.7,1618350765.7021282,Energy,Oil & Gas Refining & Marketing,PASS,,52.5,57.5,46.66666666666667,100.0,59.958333333333336,1.0
DHARMAJ.NS,Dharmaj Crop Guard Limited,8136023040,240.73,11514866.578501891,Basic Materials,Agricultural Inputs,PASS,,42.5,60.0,60.0,100.0,59.87500000000001,1.0
EMCURE.NS,Emcure Pharmaceuticals Limited,273653563392,1443.4,400061769.12198484,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,62.5,50.0,40.0,100.0,59.87500000000001,1.0
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,52528541696,845.1,2358660488.959172,Technology,Electronic Components,PASS,,47.5,62.5,46.66666666666667,100.0,59.708333333333336,1.0
RAMKY.NS,Ramky Infrastructure Limited,32955449344,476.25,428505725.7988342,Industrials,Engineering & Construction,PASS,,45.0,55.0,60.0,100.0,59.25000000000001,1.0
RACLGEAR.NS,RACL Geartech Limited,14859158528,1258.3,300827395.88543296,Consumer Cyclical,Auto Parts,PASS,,52.5,75.0,16.666666666666668,100.0,59.208333333333336,1.0
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,271929278464,462.1,201388761.71252745,Financial Services,Insurance - Life,PASS,,40.0,65.0,53.33333333333333,100.0,59.16666666666667,1.0
ITI.NS,ITI Limited,253494050816,262.85,127578861.69291942,Technology,Communication Equipment,PASS,,40.0,45.0,83.33333333333334,100.0,59.16666666666667,1.0
TORNTPOWER.NS,Torrent Power Limited,737916354560,1464.4,1115327644.3384562,Utilities,Utilities - Independent Power Producers,PASS,,52.5,70.0,23.333333333333336,100.0,59.04166666666667,1.0
SAILIFE.NS,Sai Life Sciences Limited,204165644288,964.25,756468014.9177796,Healthcare,Diagnostics & Research,PASS,,52.5,70.0,23.333333333333336,100.0,59.04166666666667,1.0
VEDL.NS,Vedanta Limited,2702695464960,691.55,9390966721.483736,Basic Materials,Other Industrial Metals & Mining,PASS,,47.5,60.0,46.66666666666667,100.0,58.958333333333336,1.0
HINDALCO.NS,Hindalco Industries Limited,2050521169920,917.1,5773911295.214465,Basic Materials,Aluminum,PASS,,50.0,55.0,46.66666666666667,100.0,58.333333333333336,1.0
BAJEL.NS,Bajel Projects Limited,17986945024,155.31,41468210.426542155,Utilities,Utilities - Regulated Electric,PASS,,20.0,65.0,83.33333333333334,100.0,58.16666666666667,1.0
MBAPL.NS,Madhya Bharat Agro Products Limited,39375167488,449.35,144390383.1650299,Basic Materials,Agricultural Inputs,PASS,,52.5,55.0,40.0,100.0,57.875,1.0
ENRIN.NS,Siemens Energy India Limited,1001090383872,2811.1,1231608498.2354898,Utilities,Utilities - Renewable,PASS,,40.0,65.0,46.66666666666667,100.0,57.83333333333334,1.0
DYNAMATECH.NS,Dynamatic Technologies Limited,61093371904,8993.0,316595084.37151694,Consumer Cyclical,Auto Parts,PASS,,47.5,60.0,40.0,100.0,57.625,1.0
INNOVACAP.NS,Innova Captab Limited,40850014208,713.85,18072103.453796387,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,60.0,47.5,36.666666666666664,100.0,57.58333333333334,1.0
GODIGIT.NS,Go Digit General Insurance Limited,305800413184,330.85,122978051.94836426,Financial Services,Insurance - Property & Casualty,PASS,,50.0,52.5,46.66666666666667,100.0,57.583333333333336,1.0
AARTIIND.NS,Aarti Industries Limited,151612506112,417.5,683503493.7288727,Basic Materials,Specialty Chemicals,PASS,,60.0,45.0,40.0,100.0,57.50000000000001,1.0
GMBREW.NS,GM Breweries Limited,22108968960,967.7,87257613.42810465,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,55.0,50.0,40.0,100.0,57.25000000000001,1.0
INDOBORAX.NS,Indo Borax & Chemicals Limited,7833492992,243.05,9171123.513038127,Basic Materials,Chemicals,PASS,,52.5,55.0,36.666666666666664,100.0,57.208333333333336,1.0
PREMIERENE.NS,Premier Energies Limited,347208843264,773.1,1687532622.9162924,Technology,Solar,PASS,,45.0,47.5,60.0,100.0,57.00000000000001,1.0
PFOCUS.NS,Prime Focus Limited,201524756480,259.7,1631275563.6677237,Communication Services,Entertainment,PASS,,50.0,55.0,40.0,100.0,57.0,1.0
ELECTCAST.NS,Electrosteel Castings Limited,43860193280,70.95,193859287.32808736,Industrials,Building Products & Equipment,PASS,,50.0,55.0,40.0,100.0,57.0,1.0
CESC.NS,CESC Limited,208021766144,156.93,365041690.66605073,Utilities,Utilities - Regulated Electric,PASS,,52.5,47.5,46.66666666666667,100.0,56.958333333333336,1.0
ONGC.NS,Oil & Natural Gas Corporation Limited,3282194661376,260.9,6165449819.808944,Energy,Oil & Gas Integrated,PASS,,65.0,52.5,16.666666666666668,100.0,56.83333333333334,1.0
